cid,smiles,herbs,herb_count,herb_4qi,herb_guijing,molecular_formula,molecular_mass_amu,charge,multiplicity,atom_count,heavy_atom_count,element_count,electron_count,final_electronic_energy_eh,zpe_eh,zpe_kcal_mol,thermal_vibrational_correction_eh,thermal_rotational_correction_eh,thermal_translational_correction_eh,total_thermal_correction_eh,total_thermal_energy_eh,enthalpy_correction_eh,total_enthalpy_eh,electronic_entropy_term_eh,vibrational_entropy_term_eh,rotational_entropy_term_eh,translational_entropy_term_eh,final_entropy_term_eh,final_entropy_term_kcal_mol,gibbs_correction_eh,final_gibbs_free_energy_eh,homo_eh,homo_ev,lumo_eh,lumo_ev,homo_lumo_gap_eh,homo_lumo_gap_ev,dipole_x_au,dipole_y_au,dipole_z_au,dipole_magnitude_au,dipole_magnitude_debye,rot_const_a_cm1,rot_const_b_cm1,rot_const_c_cm1,rot_const_a_mhz,rot_const_b_mhz,rot_const_c_mhz,frequency_count,imaginary_frequency_count,lowest_frequency_cm1,lowest_positive_frequency_cm1,highest_frequency_cm1,ir_peak_count,max_ir_intensity_km_mol
3037997,CO/C=C(\[C@H]1C[C@H]2C3=C(CCN2C[C@@H]1C=C)C4=CC=CC=C4N3)/C(=O)OC,钩藤,1,凉,肝、心包,C22H26N2O3,366.46,0,1,53,27,4,196.000054060514,-1188.980353440694,0.4451937,279.36,0.0225893,0.00141627,0.00141627,0.02542184,-1188.5097379,0.00094421,-1188.50879369,0.0,0.04046198,0.017095,0.02071058,0.07826756,49.11,0.39329219,-1188.58706125,-0.193926,-5.277,-0.037798,-1.0285,0.156128,4.2485,-1.28447383,-0.653241187,-1.15170906,1.844730556,4.688932438,0.011111,0.003232,0.002936,333.1134,96.899124,88.015783,153,0,16.21,16.21,3665.06,153,300.66
3041556,C1=CC=C2C(=C1)C=C3C=C(C=CC3=N2)C(=O)O,黄精,1,平,脾、肺、肾,C14H9NO2,223.23,0,1,26,17,4,115.999986586183,-744.04673798324,0.19639701,123.24,0.00944902,0.00141627,0.00141627,0.01228156,-743.83805941,0.00094421,-743.8371152,0.0,0.01570747,0.01553142,0.02000856,0.05124745,32.16,0.15837533,-743.88836265,-0.232633,-6.3303,-0.101176,-2.7531,0.131457,3.5772000000000004,-1.601518368,0.499653561,-0.356834104,1.715180848,4.35964325,0.054224,0.007798,0.006843,1625.597906,233.76722,205.148411,72,0,47.6,47.6,3779.56,72,357.93
3047739,COC1=C(C(=C2C=CC(=O)OC2=C1)OC)O,半边莲 | 白头翁,2,平 | 寒,心、小肠、肺 | 胃、大肠,C11H10O5,222.2,0,1,26,16,3,115.999999776957,-801.226305639918,0.19602211,123.01,0.01160332,0.00141627,0.00141627,0.01443586,-801.01584767,0.00094421,-801.01490346,0.0,0.02000943,0.01547178,0.02000198,0.05548319,34.82,0.15591899,-801.07038665,-0.218908,-5.9568,-0.064698,-1.7605,0.15420999999999999,4.196300000000001,2.227325398,0.3828093,-0.44518112,2.303412169,5.854808443,0.02493,0.014273,0.009226,747.379827,427.898406,276.598242,72,0,50.71,50.71,3749.82,72,703.06
3050416,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC=C(C[C@@H]3O)C=O)C=O)(C)C,木棉花,1,凉,脾、肝、大肠,C20H30O3,318.46,0,1,53,23,3,173.999866133489,-1005.691349674017,0.46928595,294.48,0.01917731,0.00141627,0.00141627,0.02200985,-1005.20005388,0.00094421,-1005.19910967,0.0,0.03219892,0.0164055,0.02051173,0.06911616,43.37,0.42312385,-1005.26822583,-0.261858,-7.1255,-0.064645,-1.7591,0.19721299999999997,5.3664,-1.544536137,1.141850912,1.036927608,2.182804217,5.548247393,0.013979,0.006128,0.005303,419.089712,183.708895,158.974096,153,0,39.82,39.82,3742.56,153,297.95
3055167,CC1([C@H](O1)COC2=C3C(=C(C4=C2OC(=O)C=C4)OC)C=CO3)C,白芷,1,温,胃、大肠、肺,C17H16O6,316.31,0,1,39,23,3,166.000020274375,-1108.606116759549,0.30176434,189.36,0.01822869,0.00141627,0.00141627,0.02106124,-1108.28329118,0.00094421,-1108.28234697,0.0,0.03292802,0.01658313,0.02050215,0.0700133,43.93,0.25375649,-1108.35236027,-0.227826,-6.1995,-0.074557,-2.0288,0.153269,4.1707,1.271428041,-2.403532027,-0.178851654,2.724974015,6.926333501,0.012191,0.006049,0.004228,365.478788,181.341106,126.764532,111,0,10.84,10.84,3281.27,111,674.34
3058605,COC(=O)[C@H]1[C@@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,苦地丁 | 钩藤,2,寒 | 凉,心、肝、大肠 | 肝、心包,C21H26N2O3,354.45,0,1,52,26,4,190.0000302035,-1150.938871561852,0.44410503,278.68,0.01978004,0.00141627,0.00141627,0.02261259,-1150.47215395,0.00094421,-1150.47120974,0.0,0.03427206,0.01695844,0.02066339,0.07189389,45.11,0.39576794,-1150.54310363,-0.198128,-5.3913,-0.011884,-0.3234,0.186244,5.0679,-0.633774412,-0.594709301,-0.653312438,1.087274712,2.763632688,0.012621,0.003707,0.00301,378.357406,111.118527,90.240649,150,0,25.92,25.92,3774.87,150,226.84
3059326,CC(C)CC(=O)O[C@H]1[C@@H]2[C@@H](C[C@H]([C@H]2CO)O)C(=CO1)CO,败酱草,1,凉,胃、大肠、肝,C15H24O6,300.35,0,1,45,21,3,162.000042558488,-1037.271480690919,0.38476574,241.44,0.01930625,0.00141627,0.00141627,0.02213879,-1036.86457617,0.00094421,-1036.86363196,0.0,0.03473246,0.01637106,0.02042883,0.07153235,44.89,0.33631638,-1036.93516431,-0.230699,-6.2776,-0.009012,-0.2452,0.221687,6.0324,-0.404628787,-0.546454655,0.878340514,1.110774146,2.823363503,0.013641,0.006879,0.005207,408.95863,206.215168,156.115044,129,0,19.42,19.42,3801.2,129,304.81
3080551,CC1=CC[C@@H]2[C@@]([C@H]1CO)(CCCC2(C)C)C,枸骨叶 | 灵芝,2,凉 | 平,肝、肾 | 心、肺、肝、肾,C15H26O,222.37,0,1,42,16,3,123.99993572419,-662.343355973145,0.3842992,241.15,0.01394205,0.00141627,0.00141627,0.01677459,-661.94228219,0.00094421,-661.94133798,0.0,0.02314439,0.01535111,0.0200031,0.05849861,36.71,0.34351939,-661.99983659,-0.230385,-6.2691,0.01227,0.3339,0.242655,6.603,-0.670974195,-0.168096071,0.197133288,0.719252524,1.828194627,0.029518,0.013298,0.010799,884.934974,398.666244,323.755503,120,0,60.85,60.85,3793.11,120,73.38
3081930,CC1=COC2=C1C(=O)[C@@H]([C@@](C2)(C)C=C)C(=C)C,姜黄 | 莪术 | 郁金,3,温 | 温 | 寒,脾、肝 | 肝、脾 | 肝、心、肺,C15H18O2,230.31,0,1,35,17,3,123.999996255095,-732.721196852325,0.29353327,184.19,0.01388189,0.00141627,0.00141627,0.01671443,-732.41094915,0.00094421,-732.41000494,0.0,0.02383818,0.01548105,0.02005276,0.05937198,37.26,0.25181992,-732.46937693,-0.234087,-6.3698,-0.042158,-1.1472,0.191929,5.2226,0.051963424,0.928400457,-0.166898432,0.944713021,2.401269667,0.02472,0.013278,0.009808,741.100649,398.059397,294.022438,99,0,47.7,47.7,3274.88,99,227.97
3082428,C[C@@H]1CCC(=O)[C@H]2[C@]1(CC3=C(C(=O)O[C@]3(C2)O)C)C,肿节风,1,平,心、肝,C15H20O4,264.32,0,1,39,19,3,142.00006237902,-884.462338198944,0.32967401,206.87,0.01500333,0.00141627,0.00141627,0.01783588,-884.11482831,0.00094421,-884.1138841,0.0,0.02550933,0.01578395,0.02024785,0.06154113,38.62,0.28691297,-884.17542523,-0.255078,-6.941,-0.047338,-1.2881,0.20774000000000004,5.6529,-1.949148648,1.427167213,-0.84777572,2.560216861,6.507554097,0.02291,0.009431,0.007843,686.827074,282.743482,235.133882,111,0,56.58,56.58,3770.14,111,553.58
3082765,CC(C)C1=CC2=C(C3=C(C=C2)C(CC=C3)(C)C)C(=O)C1=O,丹参,1,微寒,心、肝,C19H20O2,280.37,0,1,41,21,3,150.000003223604,-886.37158770221,0.34164654,214.39,0.01628034,0.00141627,0.00141627,0.01911289,-886.01082828,0.00094421,-886.00988407,0.0,0.02782365,0.01618567,0.02033132,0.06434064,40.37,0.29736299,-886.07422471,-0.229945,-6.2571,-0.11338,-3.0852,0.11656500000000002,3.1719000000000004,-1.255911018,1.97775603,-0.352067515,2.369131262,6.021853104,0.023906,0.005965,0.005075,716.691686,178.820506,152.140109,117,0,31.1,31.1,3248.97,117,337.71
3083438,C[C@@H]1[C@H]([C@@H]2C(=O)C(=C[C@]1(C2=O)OC)CC=C)C3=CC(=C(C=C3)O)OC,海风藤,1,微温,肝,C20H22O5,342.39,0,1,47,25,3,181.999974063304,-1151.293033821051,0.38166511,239.5,0.02175691,0.00141627,0.00141627,0.02458945,-1150.88677925,0.00094421,-1150.88583504,0.0,0.0389866,0.01676461,0.02061437,0.07636558,47.92,0.3308332,-1150.96220062,-0.227298,-6.1851,-0.071648,-1.9496,0.15565,4.2355,0.086467974,0.85683785,-0.988297786,1.310870064,3.331966908,0.011965,0.004512,0.003932,358.691997,135.270709,117.89045,135,0,19.43,19.43,3798.68,135,357.51
3083514,C[C@H]1COC2=C1C(=O)[C@@](C3=C2C=CC4=C(C=CC=C43)C)(CC(=O)C)O,丹参,1,微寒,心、肝,C21H20O4,336.39,0,1,45,25,3,178.000061931992,-1113.053244725426,0.36383409,228.31,0.01910703,0.00141627,0.00141627,0.02193957,-1112.66747106,0.00094421,-1112.66652685,0.0,0.03306037,0.0164614,0.02058931,0.07011108,44.0,0.31660679,-1112.73663794,-0.216985,-5.9045,-0.078727,-2.1423,0.138258,3.7621999999999995,-0.343438271,-0.610785865,-0.295738955,0.760572645,1.933222028,0.014055,0.00578,0.004968,421.343766,173.267557,148.931086,129,0,38.1,38.1,3616.15,129,239.31
3083515,C[C@H]1COC2=C1C(=O)[C@@](C3=C2C=CC4=C3CCCC4(C)C)(CC(=O)C)O,丹参,1,微寒,心、肝,C22H26O4,354.45,0,1,52,26,3,190.000053622692,-1154.757548722884,0.43819472,274.97,0.02136882,0.00141627,0.00141627,0.02420137,-1154.29515264,0.00094421,-1154.29420843,0.0,0.03699983,0.01661586,0.02066337,0.07427906,46.61,0.38906123,-1154.36848749,-0.225899,-6.147,-0.070946,-1.9305,0.154953,4.2165,-0.251599943,-0.50701512,-0.236570294,0.613459345,1.559289735,0.013059,0.005024,0.004435,391.48847,150.609596,132.947097,150,0,31.65,31.65,3618.63,150,221.4
3083575,CC1=CC2=C(C(=C1O)OC)C(=O)C3=C(C2=O)C=CC=C3O,决明子 | 萱草根,2,微寒 | 凉,肝、大肠 | 脾、肺,C16H12O5,284.27,0,1,33,21,3,147.999996784863,-992.950846351379,0.24741409,155.25,0.01533138,0.00141627,0.00141627,0.01816392,-992.68526833,0.00094421,-992.68432412,0.0,0.02643683,0.01610851,0.02035088,0.06289622,39.47,0.20362601,-992.74722034,-0.236942,-6.4475,-0.094924,-2.583,0.14201800000000003,3.8644999999999996,0.221195989,-0.181424436,-0.300064926,0.414585879,1.053793558,0.018619,0.00799,0.005729,558.181959,239.520229,171.736176,93,0,39.41,39.41,3801.13,93,353.02
3083581,CC1=CC(=O)C2=C(C(=C(C=C2O1)OC)C)O,丁香,1,温,脾、胃、肺、肾,C12H12O4,220.22,0,1,28,16,3,115.999998811849,-765.313989906247,0.21879791,137.3,0.01217282,0.00141627,0.00141627,0.01500536,-765.08018664,0.00094421,-765.07924243,0.0,0.02096694,0.0154399,0.01998935,0.05639619,35.39,0.17835129,-765.13563862,-0.223945,-6.0939,-0.039474,-1.0742,0.184471,5.019699999999999,-1.173033045,1.879409474,-0.321929934,2.238710651,5.690350255,0.02704,0.014005,0.009275,810.637637,419.867901,278.0482,78,0,52.53,52.53,3786.83,78,471.22
3083609,CN1C2=C(C=C(C=C2OC)OC)C(=O)C3=C1OC=C3,白鲜皮,1,寒,脾、胃、膀胱,C14H13NO4,259.26,0,1,32,19,4,136.000012838803,-896.831868048542,0.2490828,156.3,0.01384437,0.00141627,0.00141627,0.01667691,-896.56610834,0.00094421,-896.56516413,0.0,0.02407607,0.0158667,0.02022047,0.06016324,37.75,0.20654068,-896.62532737,-0.199412,-5.4263,-0.048098,-1.3088,0.151314,4.117500000000001,0.54319543,-2.320927941,-0.144998012,2.388051969,6.069945718,0.021444,0.009657,0.006868,642.878907,289.497468,205.900767,90,0,33.17,33.17,3294.29,90,358.41
3083834,CC1=CC=C(C=C1)[C@@H](C)CCC=C(C)C,党参 | 凌霄花 | 姜黄 | 山茱萸 | 干姜 | 椿皮 | 水红花子 | 满山红 | 灵芝 | 矮地茶 | 艾叶 | 莪术 | 西洋参 | 郁金 | 马鞭草,15,平 | 微寒 | 温 | 微温 | 热 | 寒 | 平 | 寒 | 平 | 平 | 温 | 温 | 凉 | 寒 | 凉,脾、肺 | 肝、心包 | 脾、肝 | 肝、肾 | 脾、胃、肾、心、肺 | 大肠、胃、肝 | 肝、脾 | 肺 | 心、肺、肝、肾 | 肺、肝 | 肝、脾、肾 | 肝、脾 | 心、肺、肾 | 肝、心、肺 | 肝、脾,C15H22,202.34,0,1,37,15,2,112.00002901414,-584.724052270013,0.32939162,206.7,0.0142414,0.00141627,0.00141627,0.01707395,-584.3775867,0.00094421,-584.37664249,0.0,0.02584952,0.01559764,0.01986941,0.06131656,38.48,0.28609321,-584.43795906,-0.227594,-6.1932,-0.009375,-0.2551,0.218219,5.9381,0.096101441,-0.092000598,-0.057469315,0.144921769,0.368361863,0.026378,0.010925,0.008726,790.797272,327.518777,261.608164,105,0,20.81,20.81,3175.87,105,54.03
3083857,CCCC[C@H]1[C@@H]2CCCC=C2C(=O)O1,川芎 | 蒿本 | 藁本 | 防风 | 麻黄,5,温 | 温 | 温 | 微温 | 温,肝、胆、心包 | 膀胱 | 膀胱 | 膀胱、肝、脾 | 肺、膀胱,C12H18O2,194.27,0,1,32,14,3,106.000003897971,-618.483804673041,0.28095526,176.3,0.01085585,0.00141627,0.00141627,0.01368839,-618.18916102,0.00094421,-618.18821681,0.0,0.01889438,0.01532323,0.01981179,0.05402939,33.9,0.24155847,-618.2422462,-0.261464,-7.1148,-0.043591,-1.1862,0.21787299999999998,5.928599999999999,-0.260751209,-2.059376327,-0.046134361,2.076331001,5.277613987,0.043443,0.01125,0.009202,1302.373415,337.255939,275.865185,90,0,42.01,42.01,3160.83,90,420.61
3083928,COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)OC,柴胡,1,微寒,肝、胆、肺,C12H12O5,236.22,0,1,29,17,3,123.999972396076,-840.502145413674,0.22339453,140.18,0.0133879,0.00141627,0.00141627,0.01622044,-840.26253044,0.00094421,-840.26158623,0.0,0.02374603,0.01558053,0.02008868,0.05941524,37.28,0.18114394,-840.32100147,-0.224413,-6.1066,-0.071973,-1.9585,0.15244000000000002,4.1481,1.633934427,-1.57785783,-0.991507196,2.478399395,6.299590625,0.025269,0.012198,0.00846,757.560293,365.678128,253.612333,81,0,31.24,31.24,3219.29,81,707.58
3084331,CC1=C[C@H]2[C@@H](CC[C@]([C@H]2CC1)(C)O)C(C)C,一枝黄花 | 三七花 | 乌敛莓 | 北五味子 | 桂枝 | 椿皮 | 生姜 | 白前 | 白芷 | 砂仁 | 罗汉果 | 肉桂 | 花椒 | 菊花 | 蔓荆子 | 辛夷 | 鬼针草,17,平 | 凉 | 平 | 温 | 温 | 寒 | 微温 | 微温 | 温 | 温 | 凉 | 大热 | 温 | 微寒 | 微寒 | 温 | 平,肺、肝 | 肝、肾 | 心、肝、胃 | 肺、心、肾 | 心、肺、膀胱 | 大肠、胃、肝 | 肺、脾、胃 | 肺 | 胃、大肠、肺 | 脾、胃、肾 | 肺、大肠 | 肾、脾、心、肝 | 脾、胃、肾 | 肺、肝 | 膀胱、肝、胃 | 肺、胃 | 肝、肺、大肠,C15H26O,222.37,0,1,42,16,3,123.999960868541,-662.360608245604,0.38392698,240.92,0.01412987,0.00141627,0.00141627,0.01696241,-661.95971885,0.00094421,-661.95877465,0.0,0.02373945,0.01545778,0.0200031,0.05920033,37.15,0.34263327,-662.01797497,-0.229306,-6.2397,0.02212,0.6019,0.25142600000000004,6.8416,0.114327695,-0.318916657,0.473108977,0.581902707,1.479079137,0.01793,0.017705,0.010653,537.532298,530.77129,319.375919,120,0,58.51,58.51,3785.49,120,95.08
3085257,CCCC[C@H]1C2=C(C=CCC2)C(=O)O1,川芎 | 款冬花 | 蒿本 | 藁本,4,温 | 温 | 温 | 温,肝、胆、心包 | 肺 | 膀胱 | 膀胱,C12H16O2,192.26,0,1,30,14,3,103.999985427264,-617.26757459355,0.25705653,161.31,0.01063418,0.00141627,0.00141627,0.01346672,-616.99705134,0.00094421,-616.99610713,0.0,0.01859689,0.01528197,0.01979701,0.05367588,33.68,0.21779158,-617.04978301,-0.234697,-6.3864,-0.058179,-1.5831,0.17651799999999998,4.8033,-0.048290868,2.242127895,-0.023274437,2.242768648,5.700664863,0.042791,0.011822,0.009702,1282.839536,354.413205,290.847152,84,0,43.7,43.7,3198.39,84,556.27
3702506,C1=CC(=CC=C1C(=O)[O-])[OH2+],两面针 | 云芝 | 人参叶 | 儿茶 | 千金子 | 半边莲 | 南蛇藤果 | 墨旱莲 | 天葵子 | 射干 | 山豆根 | 川牛膝 | 川芎 | 延胡索 | 木瓜 | 木贼 | 松花粉 | 桂枝 | 海藻 | 满山红 | 灯盏细辛 | 牡丹皮 | 猫爪草 | 瓦松 | 白及 | 百部 | 紫菀 | 肿节风 | 草果 | 荷叶 | 葛花 | 葱白 | 葶苈子 | 蔓荆子 | 薤白 | 覆盆子 | 车前草 | 金沸草 | 金盏菊花 | 金莲花 | 金钱草 | 金银花 | 铁线透骨草 | 银杏叶 | 香附 | 马勃 | 马钱子 | 麻黄 | 龙葵,49,平 | 平 | 寒 | 微寒 | 温 | 平 | 温 | 寒 | 平 | 寒 | 寒 | 平 | 温 | 温 | 温 | 平 | 温 | 温 | 寒 | 寒 | 温 | 微寒 | 温 | 平 | 微寒 | 微温 | 温 | 平 | 温 | 平 | 平 | 温 | 大寒 | 微寒 | 温 | 微温 | 寒 | 温 | 凉 | 微寒 | 微寒 | 寒 | 温 | 平 | 平 | 平 | 温 | 温 | 寒,肝、胃 | 心、脾、肝、肺 | 肺、胃 | 心、肺 | 肝、肾、大肠 | 心、小肠、肺 | 肝、胃 | 肾、肝 | 肝、胃 | 肺 | 肺、胃 | 肝、肾 | 肝、胆、心包 | 肝、脾 | 肝、脾 | 肺、肝 | 肝、脾 | 心、肺、膀胱 | 肝、胃、肾 | 肺 | 心、肺 | 心、肝、肾 | 肝、肺 | 肝、肺 | 肺、肝、胃 | 肺 | 肺 | 心、肝 | 脾、胃 | 肝、脾、胃 | 脾、胃 | 肺、胃 | 肺、膀胱 | 膀胱、肝、胃 | 肺、心、胃、大肠 | 肝、肾、膀胱 | 肝、肾、肺、小肠 | 肺、大肠 | 肺、肝 | 肺、胃 | 肝、胆、肾、膀胱 | 肺、心、胃 | 肾 | 心、肺 | 肝、脾、三焦 | 肺 | 肝、脾 | 肺、膀胱 | 肝、胃,C7H6O3,138.12,0,1,16,10,3,71.999998765237,-495.861175771398,0.11620784,72.92,0.00621166,0.00141627,0.00141627,0.0090442,-495.73592374,0.00094421,-495.73497953,0.0,0.01051484,0.01401307,0.01932865,0.04385657,27.52,0.08233968,-495.77883609,-0.176874,-4.813,-0.111371,-3.0306,0.065503,1.7823999999999995,8.148560269,0.321289643,0.00100581,8.154891937,20.728088015,0.126856,0.026147,0.02175,3803.030914,783.863039,652.054122,42,0,50.86,50.86,3718.75,42,378.6
5257127,C(C(=O)[O-])[NH3+],丹参 | 半夏 | 大枣 | 天竺黄 | 山茱萸 | 山药 | 檀香 | 水飞蓟 | 牛蒡子 | 瓜蒌 | 白术 | 绿豆 | 芡实,13,微寒 | 温 | 温 | 寒 | 微温 | 平 | 温 | 凉 | 寒 | 寒 | 温 | 寒 | 平,心、肝 | 脾、胃、肺 | 脾、胃、心 | 心、肝 | 肝、肾 | 脾、肺、肾 | 脾、胃、心、肺 | 肝、胆 | 肺、胃 | 肺、胃、大肠 | 脾、胃 | 心、胃 | 脾、肾,C2H5NO2,75.07,0,1,10,5,4,40.000000471442,-284.420037848674,0.07997445,50.18,0.00253767,0.00141627,0.00141627,0.00537021,-284.33469319,0.00094421,-284.33374898,0.0,0.00416828,0.01204809,0.01846507,0.03468144,21.76,0.05160743,-284.36843042,-0.264604,-7.2002,-0.002932,-0.0798,0.261672,7.1204,2.146838975,-0.508859053,0.136994049,2.210570625,5.618823995,0.339256,0.135752,0.100596,10170.625955,4069.752539,3015.793715,24,0,75.91,75.91,3599.13,24,380.82
5270603,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@@H]([C@H](O2)CO)O,川贝母 | 平贝母 | 砂仁,3,微寒 | 微寒 | 温,肺、心 | 肺、心 | 脾、胃、肾,C10H14N2O5,242.23,0,1,31,17,4,128.000025461392,-875.071621394534,0.24855339,155.97,0.01358642,0.00141627,0.00141627,0.01641896,-874.80664905,0.00094421,-874.80570484,0.0,0.02399416,0.01572115,0.02012425,0.05983956,37.55,0.20607699,-874.8655444,-0.241586,-6.5739,-0.044502,-1.211,0.19708399999999998,5.3629,1.393625232,0.403767792,0.53704856,1.547139578,3.932516285,0.025122,0.009838,0.007833,753.124655,294.926192,234.825315,87,0,26.13,26.13,3802.96,87,903.44
5273569,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O,娑罗子 | 柴胡 | 猕猴桃根 | 秦皮 | 防风 | 雷公藤,6,温 | 微寒 | 凉 | 寒 | 微温 | 凉,肝、胃 | 肝、胆、肺 | 肝、肾 | 肝、胆、大肠 | 膀胱、肝、脾 | 肝、肾,C10H8O5,208.17,0,1,23,15,3,107.999994502145,-761.939109798944,0.16822491,105.56,0.00985837,0.00141627,0.00141627,0.01269091,-761.75819397,0.00094421,-761.75724976,0.0,0.01650244,0.01520604,0.01990962,0.05161811,32.39,0.13024193,-761.80886787,-0.22179,-6.0352,-0.071019,-1.9325,0.150771,4.1027,1.970313686,-1.857604489,-0.399214107,2.73718877,6.957380942,0.03956,0.014036,0.010381,1185.965445,420.794388,311.207695,63,0,59.82,59.82,3743.85,63,724.83
5276890,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,大腹皮 | 白蔹 | 苦丁茶,3,微温 | 微寒 | 寒,脾、胃、大肠、小肠 | 心、胃 | 肝、肺、胃,C22H18O11,458.37,0,1,51,33,3,237.999996758477,-1676.549648587004,0.37872605,237.65,0.02649568,0.00141627,0.00141627,0.02932823,-1676.14159431,0.00094421,-1676.1406501,0.0,0.0466182,0.01759332,0.02102754,0.08523906,53.49,0.32375943,-1676.22588916,-0.214688,-5.842,-0.057113,-1.5541,0.157575,4.2879,-1.391457599,-0.345017181,-1.215973158,1.879835585,4.77816233,0.007411,0.002417,0.002048,222.162314,72.470682,61.406437,147,0,8.85,8.85,3806.65,147,469.99
